"X126","X127_N","X127_C","X128_N","X128_C","X129_N","X129_C","X130_N","X130_C","X131"
0.307988094887362,0.471328094887362,-0.120071905112638,0.451918094887362,0.221418094887362,0.05044,0.20201,0.02457,0.01565,-0.46297
-0.0438819051126377,0.547068094887362,-0.103601905112638,0.288158094887362,0.413298094887362,-0.10639,-0.25582,-0.43912,0.07942,-0.57321
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.00429190511263766,0.326978094887362,0.196958094887362,0.120658094887362,0.486748094887362,-0.00354,0.15544,-0.14939,-0.395,0.02679
0.535478094887362,0.898048094887362,0.522798094887362,0.562018094887362,0.182518094887362,0.07989,-0.10762,0.09556,-0.26797,-0.08688
0.0375080948873623,0.330848094887362,0.410088094887362,0.333148094887362,0.197478094887362,-0.04651,-0.32013,-0.04337,-0.34598,-0.00301
0.768948094887362,0.501698094887362,0.700008094887362,0.667298094887362,0.237698094887362,0.0928,-0.46657,0.22817,-0.18358,0.2401
-0.0328819051126377,0.539418094887362,0.226548094887362,0.592308094887362,0.318258094887362,-0.12099,0.09448,-0.01104,-0.11874,-0.16964
1.28795809488736,-0.0587219051126376,0.546058094887362,0.237188094887362,-0.0860619051126377,-0.55723,-0.59669,-0.56359,-0.59974,0.27503
0.275518094887362,0.713778094887362,0.446048094887362,0.644988094887362,0.420468094887362,0.16572,0.09158,-0.07881,0.18102,-0.00158
0.500248094887362,0.184088094887362,0.495148094887362,0.268118094887362,0.169078094887362,-0.33157,0.27938,0.08957,-0.00963,0.12012
0.334368094887362,0.0174180948873623,-0.171481905112638,0.273568094887362,0.249238094887362,-0.24594,0.09696,-0.07331,0.19186,0.3001
0.212368094887362,0.168548094887362,0.347048094887362,0.571708094887362,0.0178980948873623,-0.14676,-0.12544,0.06569,0.4177,-0.08131
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.757798094887362,-0.0804919051126377,0.221518094887362,0.548288094887362,0.255998094887362,0.06902,-0.14078,-0.40556,-0.26192,0.41171
0.277838094887362,0.623308094887362,0.468118094887362,0.440358094887362,0.595588094887362,-0.26804,-0.10282,-0.05281,-0.15543,-0.04323
-0.122931905112638,0.0192480948873623,0.452378094887362,0.373508094887362,0.600428094887362,-0.07145,-0.08213,-0.08995,-0.20469,0.05321
-0.0436819051126376,0.475628094887362,0.266818094887362,0.562198094887362,0.708958094887362,-0.12908,-0.13327,-0.01443,-0.20425,0.49701
0.289038094887362,0.770718094887362,0.517378094887362,1.05319809488736,0.213958094887362,-1.38335,0.31467,-0.53393,0.25693,-0.50306
0.309158094887362,0.247058094887362,0.288708094887362,0.233428094887362,0.188958094887362,0.02655,-0.16442,-0.03853,-0.04059,-0.08631
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.555768094887362,0.295078094887362,0.219878094887362,0.166518094887362,0.255068094887362,0.19097,0.1243,0.06383,-0.18739,-0.03109
0.519438094887362,0.265168094887362,0.198548094887362,0.331348094887362,0.193608094887362,-0.06417,0.43328,0.09968,0.22591,0.00895
0.183358094887362,0.522048094887362,-0.129931905112638,0.768838094887362,0.254468094887362,-0.91935,-0.26437,-0.1259,0.6051,-0.02403
-0.0150119051126377,0.256788094887362,0.117328094887362,-0.0354819051126377,0.170168094887362,-0.42148,0.60944,0.06318,0.14194,-0.26146
0.895248094887362,0.552958094887362,-0.0934019051126376,0.274258094887362,0.145098094887362,0.56935,-0.07241,0.4802,0.32294,-0.13238
0.311738094887362,0.145958094887362,0.220308094887362,0.0370980948873623,0.235338094887362,-0.07445,-0.0445,0.50999,0.02962,-0.30154
0.532808094887362,0.256568094887362,0.641758094887362,0.334128094887362,0.686558094887362,-0.00391,-0.12314,0.44903,-0.31002,0.09642
0.117238094887362,0.572048094887362,0.414378094887362,0.231958094887362,0.242748094887362,0.18633,-0.22329,-0.16296,0.08551,0.1573
-0.165981905112638,0.376628094887362,-0.00858190511263768,0.139328094887362,0.695308094887362,0.28493,-0.05506,-0.26548,0.08829,0.45045
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.290668094887362,0.217128094887362,-0.0123819051126376,0.222658094887362,0.189188094887362,-0.09966,0.01427,-0.03848,0.20737,-0.25685
-0.0324619051126376,0.0615880948873623,0.315018094887362,0.837718094887362,0.646968094887362,-0.08979,-0.18479,0.29995,0.07309,-0.09931
0.315388094887362,0.528358094887362,0.303558094887362,0.357128094887362,0.457618094887362,-0.09426,-0.35235,-0.00377,0.21251,-0.0302
0.448208094887362,0.217738094887362,0.147458094887362,0.405058094887362,0.248718094887362,0.1602,0.18124,-0.07809,0.01917,0.1751
0.541808094887362,0.262148094887362,0.249158094887362,0.274288094887362,0.504208094887362,-0.11343,-0.09781,-0.0383,-0.19529,-0.06397
0.223478094887362,0.336698094887362,0.489818094887362,0.709038094887362,0.522038094887362,-0.31356,0.37114,0.19905,0.01593,0.33152
0.414538094887362,0.295598094887362,0.222408094887362,0.473448094887362,-0.0559719051126377,-0.02647,-0.19263,-0.34525,0.03805,-0.02186
0.0362280948873623,0.282448094887362,0.381298094887362,0.412668094887362,0.363478094887362,0.10151,0.02717,0.05186,-0.01601,-0.14632
0.406728094887362,0.631628094887362,1.08563809488736,0.173738094887362,0.325878094887362,-0.71405,-0.26592,0.43266,-0.08538,0.19098
0.419768094887362,0.182728094887362,0.324198094887362,0.356018094887362,0.276238094887362,0.03016,-0.09586,-0.16905,0.07732,0.20433
0.352438094887362,0.310288094887362,0.272458094887362,0.559488094887362,0.506728094887362,0.23594,0.10469,0.04602,0.08394,0.04424
0.164598094887362,0.604018094887362,0.171758094887362,0.446768094887362,0.159898094887362,-0.11718,-0.09294,-0.15701,-0.00919,-0.11133
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.343038094887362,0.858778094887362,-0.0814119051126376,-0.0233319051126377,0.766098094887362,0.4136,-0.13063,-0.21994,-0.12264,0.49907
0.333508094887362,0.373028094887362,0.644218094887362,0.493678094887362,0.562358094887362,0.33987,-0.06179,-0.02019,0.03303,0.0902
0.244908094887362,0.356778094887362,0.213118094887362,0.376208094887362,0.176478094887362,-0.03568,0.21368,-0.05286,-0.10709,0.08989
-0.168531905112638,0.338628094887362,0.355788094887362,0.705838094887362,0.230078094887362,-0.13137,0.37425,0.06014,-0.00096,0.08386
0.180398094887362,-0.0611719051126376,0.565818094887362,0.350088094887362,0.290638094887362,-0.41622,-0.25169,0.1526,-0.30104,0.15802
0.749138094887362,0.647718094887362,-0.135061905112638,0.365588094887362,0.325338094887362,0.31124,0.1318,-0.45,-0.11637,0.38767
0.696888094887362,1.05625809488736,-0.0714819051126376,0.0528580948873624,0.171768094887362,0.39928,0.04097,0.59487,0.22466,0.05714
0.551528094887362,0.386978094887362,0.408748094887362,0.325438094887362,0.301218094887362,-0.09048,-0.16085,-0.02796,0.00343,0.22934
0.518868094887362,0.262378094887362,0.477988094887362,0.140538094887362,0.341948094887362,0.07884,-0.28368,0.19933,-0.11495,-0.30257
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.283468094887362,0.455728094887362,0.412748094887362,0.159348094887362,0.202558094887362,0.17592,-0.05905,0.1685,0.08439,-0.13716
0.164678094887362,-0.0565719051126377,0.377428094887362,-0.710721905112638,0.675348094887362,0.08486,0.2377,-0.06487,0.4186,0.05532
0.112058094887362,0.305188094887362,0.514518094887362,0.0127380948873623,0.306648094887362,-0.17022,-0.33043,0.44819,0.03578,0.10992
0.348718094887362,-0.0158719051126376,0.337528094887362,0.609838094887362,0.615748094887362,-0.11046,0.32382,0.32026,0.17402,0.35583
1.02004809488736,0.684518094887362,-1.01585190511264,0.795368094887362,0.374428094887362,-0.57605,-0.1033,-0.68522,0.83681,-0.11819
-0.0212819051126377,0.358348094887362,-0.0103319051126377,-0.0209019051126377,-0.142591905112638,-0.17445,-0.12179,0.26434,-0.1537,0.29841
0.0686280948873623,0.146038094887362,0.117778094887362,0.0462280948873623,0.210078094887362,-0.02192,-0.13687,0.00063,0.18759,0.18116
0.0148380948873624,0.374658094887362,0.115428094887362,0.290428094887362,0.328248094887362,-0.11984,-0.1466,0.0219,0.01175,-0.31026
0.130598094887362,0.587498094887362,0.201278094887362,0.435488094887362,0.282058094887362,-0.14072,0.01691,0.03439,0.16473,-0.04339
0.128398094887362,0.0275380948873624,-0.255801905112638,0.443678094887362,0.327258094887362,0.23769,-0.11497,0.14711,0.11028,-0.27403
0.321518094887362,0.543338094887362,0.183348094887362,0.330298094887362,0.413658094887362,-0.03252,0.10404,0.07549,-0.11653,0.01881
0.254588094887362,0.432428094887362,0.0599680948873623,0.296398094887362,0.333818094887362,0.07361,0.04235,-0.25092,-0.23052,-0.13291
-0.186291905112638,1.10893809488736,0.350128094887362,0.162638094887362,0.244378094887362,-0.15578,-0.03571,-0.07658,-0.25049,-0.14724
-0.12259,-0.13609,0.09835,-0.08904,0.24601,0.02109,0.14686,-0.0799,-0.37533,0.00261
0.25215,-0.01679,-0.09882,0.05792,0.00297,-0.21467,0.3691,-0.05013,-0.33821,-0.29745
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.04166,-0.10037,-0.43469,-0.17276,-0.03477,-0.11409,0.245,0.17111,-0.27653,0.13485
0.20916,-0.31961,-0.06629,0.44344,0.13486,0.24397,0.47082,0.03406,0.0713,0.28955
0.00166,0.0682,-0.09461,-0.14601,-0.00828,-0.0999,0.13968,-0.11495,-0.13846,-0.16003
0.64136,-0.21813,-0.33717,-0.07105,-0.27432,0.94967,0.38986,-0.41353,0.17168,0.14643
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.03735,-0.03822,-0.39705,-0.05882,-0.17461,-0.07406,-0.1852,-0.14689,-0.19013,0.60888
0.13221,0.06717,0.37995,-0.19742,0.12684,-0.22389,-0.10661,0.1131,-0.12383,-0.10674
0.30953,0.33502,-0.15359,-0.00805,0.20842,-0.39219,-0.0919,0.19671,0.08052,-0.06341
-0.24998,0.20158,0.36335,-0.54545,-0.1009,0.48308,0.12072,-0.05031,-0.29115,-0.09206
0.20244,0.0527,-0.12116,-0.24529,-0.0287,-0.32071,0.71271,0.41898,0.18076,0.03102
-0.14673,0.58092,-0.40634,0.3023,0.07317,0.2714,0.44411,-0.0041,0.06364,-0.87663
-0.01843,0.097,0.25527,-0.13368,0.02697,0.00264,0.16086,-0.02872,-6e-04,-0.11232
-0.00416,-0.24854,-0.03369,-0.12886,-0.03518,-0.14668,0.35671,-0.12262,-0.00761,-0.08517
0.08749,0.15514,-0.04367,-0.1255,0.05015,0.06484,-0.04445,0.08345,0.0249,-0.15723
0.13731,-0.26903,0.29744,0.08417,0.36822,-0.0215,-0.35083,-0.31274,0.28917,-0.13652
-0.34111,0.10527,-0.08942,-0.37183,-0.88117,-0.15697,0.12337,-0.12148,-0.05085,-0.15754
0.05657,0.16888,0.31947,-0.37884,0.05257,-0.06101,0.25356,0.53535,-0.00189,0.10319
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.17163,0.36898,0.29146,-0.68359,-0.60899,-0.02444,0.21891,-0.45751,0.2047,-0.30274
0.0661,-0.00043,-0.29983,0.44498,0.1832,0.73001,0.18313,-0.08398,-0.03328,-0.1396
-0.23594,-0.39954,1e-04,0.28422,0.07153,-0.05795,0.14558,0.03471,0.10756,0.0948
-0.04074,0.2492,0.07687,-0.3728,0.14993,0.47238,0.07264,0.47619,0.11496,0.13048
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.07373,0.08042,0.00823,0.10728,0.08714,0.1263,0.16274,0.171,0.00948,-0.20701
-0.44397,-0.07519,-0.25387,-0.05321,-0.0406,0.04898,0.27972,0.28407,0.1537,0.03887
0.11718,-0.01328,-0.44226,0.54095,0.32934,0.32587,-0.14039,0.16049,0.1366,-0.43498
-0.08674,0.19494,0.2081,-0.32394,0.97192,0.95792,0.35946,-0.33154,-0.48403,-0.67082
-0.2403,-0.67481,0.18265,-0.53724,-0.43985,0.25003,0.14964,0.41788,0.18418,-0.02461
0.04895,-0.16928,0.01219,0.02103,0.08687,-0.00517,0.01065,-0.14851,0.06104,-0.21191
0.0423,0.0845,0.29545,0.19161,0.21212,-0.37236,0.33181,-0.09017,0.54817,-0.13952
-0.21461,0.12991,-0.0022,0.22937,-0.08684,-0.17163,0.13849,-0.04551,0.19642,0.11704
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.07955,-0.11316,0.21104,-0.1886,-0.16926,0.05433,0.29362,-0.09935,0.18248,-0.03146
0.27755,-0.82066,-0.60691,1.08165,0.014,0.03878,-1.47017,0.69742,-0.07641,0.25982
0.0423,0.04577,-0.04702,0.22044,0.01588,-0.01978,0.18967,-0.04362,-0.15746,-0.24426
-0.01547,-0.09046,-0.03286,0.01145,0.32979,0.09822,-0.03003,0.19384,-0.04677,0.07945
0.16821,-0.01343,-0.27517,-0.07137,0.26964,-0.03079,0.16445,0.06406,0.01011,-0.37991
0.3112,-0.26263,-0.16098,-0.23182,0.78718,-0.51966,-1.16926,0.2374,0.33401,-0.08112
-0.06535,0.46445,-0.61673,-0.30707,0.21058,0.11015,0.36935,-0.22894,-0.4566,0.26589
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.23365,-0.1568,-0.18838,-0.13545,0.18229,-0.24008,0.05007,0.00567,-0.01795,-0.00188
-0.11506,-0.03306,0.52187,0.48881,0.13931,-0.13789,0.3803,-0.44727,-0.01851,0.06404
0.1107,-0.05627,0.35439,-0.13229,-0.15436,0.35277,0.0836,-0.06644,-0.13922,0.07144
0.05155,-0.29134,-0.02337,0.12566,0.09876,-0.25891,0.4292,-0.23405,0.04219,0.23623
0.01461,0.27282,0.5037,0.20716,0.18348,-0.19038,0.31443,-0.00814,0.07588,0.02138
-0.05434,0.64127,0.63121,-0.26021,-0.13018,-1e-05,-0.37717,0.1898,0.18261,0.41759
-0.13002,0.15587,0.14231,-0.02275,-0.19571,-0.03934,0.25865,0.11208,0.09215,-0.44765
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02143,-0.48953,-0.34178,0.29542,0.29311,0.26775,0.20584,0.43213,-0.16745,0.53564
-0.49404,0.282,-0.14598,0.26083,-0.04287,-0.17768,0.01803,0.1149,-0.00163,-0.07216
-0.24045,0.32359,0.01258,0.07071,0.36193,0.45968,0.4191,-0.08707,0.17888,0.44299
-0.24399,-0.25264,0.02283,-0.10958,0.40309,0.23194,-0.49542,-0.30836,0.15593,0.07135
0.27343,0.02721,0.23534,-0.2509,-0.13632,0.02125,-0.06248,-0.1028,-0.15131,-0.06893
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.43728,0.23618,-0.02841,0.31754,-0.03377,-0.00243,0.38209,-0.29695,-0.03639,-0.21602
-0.07182,-0.21486,0.01599,0.12957,-0.0115,-0.03927,0.08103,0.17822,0.13045,0.10564
0.35886,-0.25111,-0.01605,0.2392,-0.15093,0.18209,0.02161,0.26283,-0.46898,0.08414
0.18089,0.09752,0.25493,-0.01313,-0.02002,0.15153,-0.03283,0.25266,0.36832,-0.1004
-0.23627,0.28694,0.15599,0.15629,-0.20963,0.03616,0.23032,-0.07955,0.0738,-0.50315
0.18628,-0.21795,-0.24865,0.20425,0.1155,-0.08953,-0.0659,0.14044,0.17098,-0.00816
-0.1426,-0.08503,0.09234,-0.03991,-0.21148,-0.1963,-0.00481,-0.00229,-0.10646,-0.03866
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.15085,0.94772,0.34444,0.008,0.3145,0.81152,-0.42146,0.30269,0.65493,-0.26181
0.0772,-0.01077,0.01599,0.16074,-0.02244,-0.02283,-0.05645,-0.12373,-0.31748,-0.10489
0.90689,-0.03692,-0.68196,-0.307,-0.74142,-0.80169,0.49686,-0.15533,0.36129,-0.3344
-0.63809,-0.26119,-0.35046,-0.41222,-0.00783,0.43929,0.01927,-0.89513,0.8382,0.52212
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.13856,0.05656,0.05062,0.39198,-0.08755,-0.1329,0.08087,-0.11531,-0.25039,-0.17623
0.06607,0.24975,0.2049,-0.14532,0.02329,0.26708,0.18521,0.12485,0.02757,0.16078
0.5906,-0.10513,-0.4322,-0.15743,-0.78022,0.47667,-0.05716,-1.26845,-0.59604,0.20982
0.25502,0.09371,-0.28499,-0.18777,0.7655,0.3589,0.08057,-0.02685,-0.01287,0.19728
-0.04037,-0.10088,-0.05087,0.00512,0.17966,-0.40749,0.36093,0.03332,0.0769,0.11984
-0.07397,-0.12666,-0.11363,0.0641,0.07172,-0.13685,-0.01051,-0.1672,0.04387,-0.05775
-0.45434,0.15637,0.64339,-0.95691,-0.28493,1.08759,0.32035,1.48209,-0.79185,0.08718
-0.11334,0.14778,0.16591,0.05713,0.20815,0.11997,-0.179,-0.03278,0.127,-0.28557
0.05787,-0.07866,-0.07601,-0.19915,0.06628,0.04888,0.10595,0.06681,0.0801,0.09463
-0.0827,0.1304,0.13964,0.00987,-0.03505,0.00961,0.12385,-0.06653,0.10635,0.09
-0.49669,-0.16542,-0.3054,0.27954,-0.25341,-0.10288,-0.05678,0.28776,0.13072,-0.02158
-0.10627,0.07524,-0.01591,-0.38552,0.14208,0.07083,-0.06607,0.02339,-0.11172,0.3028
0.02475,0.30054,0.29367,-0.15423,-0.14941,0.05937,-0.08244,0.24157,0.03731,0.11097
-0.65122,-0.24698,0.10206,0.15918,-0.35409,0.01011,-0.1362,0.29769,0.10964,0.0085
0.21814,-0.03208,0.01713,0.00336,0.02973,0.0956,0.17472,0.06254,0.04518,-0.02146
0.37226,0.19832,-0.10658,0.12341,-0.25639,-0.13058,-0.79192,-0.25781,0.15569,0.73232
-0.80288,0.06254,-0.29826,-0.08303,0.29812,-0.3941,-0.37203,-0.01267,-0.59702,-0.63823
-0.10785,-0.10518,-0.44313,-0.30808,0.01542,-0.38133,0.38097,-0.57203,-0.27546,0.06999
-0.23977,-0.04888,-0.18891,0.14846,0.10187,0.18028,0.0822,0.4701,-0.01611,0.0456
-0.23328,-0.05156,0.1455,0.01248,0.26046,0.30591,-0.12015,-0.30655,0.17329,0.28441
0.20968,-0.04346,0.04319,0.09129,0.10654,0.07727,-0.12763,-0.11718,0.06395,-0.14477
0.09654,0.08302,-0.0936,-0.03827,0.00549,0.38016,-0.14236,-0.10471,0.30872,-0.28533
0.2546,-0.3473,0.10477,0.00795,-0.07823,-0.20984,0.08169,-0.41478,0.02458,-0.1082
0.18188,0.22977,-0.11038,-0.03765,0.02042,0.16484,0.19686,0.19557,-0.05144,0.09178
0.19248,0.34383,-0.18526,0.45415,0.14944,0.21686,-0.22484,-0.09914,-0.01459,-0.1594
-0.12801,-0.2521,0.02744,0.2747,-0.13136,-0.41116,0.11129,0.11323,0.11706,0.13971
-0.52191,0.33037,0.08052,0.06853,-0.20787,0.07779,-0.13201,0.03695,-0.02394,0.00232
0.12743,-0.01044,-0.09351,-0.15493,-0.0543,-0.09228,0.1827,0.01835,-0.09315,0.0793
-0.13573,0.50167,-0.32539,-0.04194,0.26705,-0.16543,-0.05318,0.10751,-0.26522,0.26096
-0.28792,-0.0413,-0.29195,-0.14702,0.40726,-0.04649,0.35227,-0.04283,-0.09785,-0.09339
0.28355,-0.37776,0.35216,-0.29949,0.69569,-0.32791,-0.68006,0.59988,0.2831,-0.38734
-0.19162,-0.00014,0.11217,-0.03958,-0.001,0.02315,0.0852,-0.18818,0.39742,-0.21309
-0.17271,-0.02984,-0.01137,0.02549,-0.03368,-0.01396,-0.02713,0.09595,-0.0197,-0.03211
-0.3213,-0.34236,-0.07643,-0.18222,-0.34347,-0.34231,0.14058,0.02061,0.07591,-0.31987
-0.17091,-0.02327,-0.17994,0.03717,-0.14008,0.37053,0.13722,-0.09396,0.11107,-0.10735
0.11983,0.11714,-0.04035,-0.02754,0.29461,0.00927,-0.1112,0.03845,0.00559,-0.28056
0.06647,0.22592,-0.08028,0.25437,0.0256,0.21857,-0.00672,0.01933,-0.10327,0.18387
-0.06687,0.35566,-0.07466,-0.10865,-0.13475,0.01938,0.15023,0.245,0.11954,-0.39027
0.1274,0.27432,0.05689,-0.57292,0.07799,-0.10952,-0.00624,-0.16182,-0.0918,0.02626
-0.25226,0.03068,-0.10191,0.07941,-0.23119,0.20774,0.00997,-0.60107,-0.17906,-0.03851
0.04469,0.07475,0.19957,-0.07959,0.11008,-0.18821,-0.05083,-0.08106,0.02744,-0.1599
0.46891,0.2317,-0.07237,-0.30974,-0.21399,-0.02186,-0.59047,-0.13747,0.26438,0.27482
-0.0347,0.04237,-0.14189,-0.11552,-0.06653,0.11701,0.10122,-0.06988,0.16514,-0.42013
-0.06004,0.2422,0.28603,0.15795,0.02609,0.03714,-0.09181,-0.21119,-0.11169,-0.02699
-0.21993,-0.03725,0.31043,-0.15593,-0.20063,-0.09442,0.15691,-0.12755,0.22088,-0.19441
-0.08076,-0.15782,-0.14502,-0.14515,-0.78915,-0.33775,0.17397,0.41089,-0.25155,-0.11066
-0.26631,-0.10626,0.05927,-0.12927,0.04341,-0.01878,-0.26774,-0.1621,-0.29253,-0.18307
0.25111,-0.12282,-0.10385,-0.15275,0.11821,0.1073,0.20521,0.15818,-0.07415,0.09045
0.15977,0.59321,0.09067,0.11941,-0.20536,0.04629,0.36027,0.56315,0.29533,0.20059
0.06812,0.01883,-0.04837,0.00907,-0.14444,-0.04472,0.07835,0.0741,-0.0537,0.01903
-0.12474,-0.27247,-0.10851,-0.5125,-0.17669,-0.05987,-0.14891,0.02523,-0.19428,0.32124
0.00416,-0.11001,-0.11577,-0.1673,-0.14027,0.1104,-0.11269,-0.2894,0.10338,0.07996
0.25016,-0.07693,0.14675,0.01574,-0.47278,0.22038,-0.18749,0.50123,0.26394,0.26966
0.34879,0.0367,-0.078,-0.29091,0.10214,-0.12475,0.24013,0.01074,-0.04435,0.17692
-0.24332,0.97818,-0.11339,0.03658,-0.25594,0.11671,0.34171,-0.56153,-0.00546,0.22491
-0.16655,0.18273,-0.04261,0.16976,0.08043,-0.21716,0.18173,-0.05882,0.28227,-0.13173
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.06271,0.50013,-0.01508,-0.26246,0.25501,0.05189,-0.27322,0.00383,-0.40826,-0.18084
-0.1347,-0.00616,-0.53427,0.12486,0.13126,-0.20383,-0.01015,-0.04644,-0.22447,-0.01853
0.23507,-0.17998,0.10503,0.06902,-0.28119,-0.19841,0.12926,-0.10555,-0.17441,0.22736
-0.05221,0.03532,-0.02715,0.14181,0.03512,0.01444,0.11141,0.11548,0.04429,0.14614
0.09707,0.08057,-0.07426,0.14873,-0.06652,-0.13392,0.00743,0.00405,-0.14509,-0.10521
-0.50634,-0.95985,-0.09432,-1.30936,-1.26023,-1.36864,0.0201,0.09125,-0.10508,-0.36652
0.30847,-0.12857,0.11805,-0.01207,-0.04164,-0.18457,-0.02034,0.08444,-0.185,-0.11693
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.06278,0.21525,0.1358,0.0442,0.3521,0.09074,-0.09605,-0.11611,-0.03963,-0.04596
0.06053,0.27574,0.13164,0.24651,-0.09049,-0.02056,0.2835,-0.40325,0.35301,0.79244
-0.05944,0.14727,0.14309,0.01481,-0.09697,-0.20228,0.06728,0.00161,-0.15201,-0.23999
-0.13868,0.13938,-0.16246,-0.02185,0.09246,-0.38602,0.04536,0.00665,-0.29793,-0.1279
